"lat","lng","status","date","type","color"
"-11.79","-77.67","ATENDIENDO","2024-01-09 18:23:56","SISMO","#CC0000"
"-14.37","-73.97","ATENDIENDO","2024-01-10 00:38:15","SISMO","#CC0000"
"-10.96","-74.94","ATENDIENDO","2024-01-10 09:16:11","SISMO","#CC0000"
"-15.8","-72.06","ATENDIENDO","2024-01-10 22:33:04","SISMO","#CC0000"
"-5.88","-76.7","ATENDIENDO","2024-01-10 23:54:43","SISMO","#CC0000"
"-16.61","-71.64","ATENDIENDO","2024-01-11 20:38:52","SISMO","#CC0000"
"-15","-72.35","ATENDIENDO","2024-01-12 06:55:15","SISMO","#CC0000"
"-15.8","-71.77","ATENDIENDO","2024-01-12 10:02:39","SISMO","#CC0000"
"-17.05","-72.8","ATENDIENDO","2024-01-12 13:00:48","SISMO","#CC0000"
"-10.04","-75.12","ATENDIENDO","2024-01-13 05:25:45","SISMO","#CC0000"
"-15.78","-71.75","ATENDIENDO","2024-01-14 01:57:11","SISMO","#CC0000"
"-12.5","-76.7","ATENDIENDO","2024-01-14 19:41:03","SISMO","#CC0000"
"-11.36","-77.96","ATENDIENDO","2024-01-15 17:29:50","SISMO","#CC0000"
"-4.07","-77.66","ATENDIENDO","2024-01-16 06:36:50","SISMO","#CC0000"
"-13.36","-74.63","ATENDIENDO","2024-01-16 14:43:48","SISMO","#CC0000"
"-15.5","-71.85","ATENDIENDO","2024-01-19 12:19:12","SISMO","#CC0000"
"-12.75","-76.97","ATENDIENDO","2024-01-20 03:39:46","SISMO","#CC0000"
"-16.87","-72.23","ATENDIENDO","2024-01-20 20:03:42","SISMO","#CC0000"
"-7.27","-71.58","ATENDIENDO","2024-01-20 21:30:51","SISMO","#CC0000"
"-15.46","-70.59","ATENDIENDO","2024-01-21 09:43:14","SISMO","#CC0000"
"-5.41","-77.71","ATENDIENDO","2024-01-22 17:21:56","SISMO","#CC0000"
"-16.08","-72.87","ATENDIENDO","2024-01-22 18:34:38","SISMO","#CC0000"
"-16.92","-69.91","ATENDIENDO","2024-01-23 12:51:50","SISMO","#CC0000"
"-7.17","-80.01","ATENDIENDO","2024-01-23 17:17:20","SISMO","#CC0000"
"-14.67","-76.1","ATENDIENDO","2024-01-23 21:35:57","SISMO","#CC0000"
"-18.22","-71.29","ATENDIENDO","2024-01-25 11:19:13","SISMO","#CC0000"
"-10.92","-73.97","ATENDIENDO","2024-01-25 19:15:19","SISMO","#CC0000"
"-16.38","-74.04","ATENDIENDO","2024-01-27 10:08:23","SISMO","#CC0000"
"-12.52","-76.92","ATENDIENDO","2024-01-27 16:02:30","SISMO","#CC0000"
"-4.21","-80.41","ATENDIENDO","2024-01-28 05:18:58","SISMO","#CC0000"
"-8.17","-71.26","ATENDIENDO","2024-01-28 09:38:50","SISMO","#CC0000"
"-15.78","-71.75","ATENDIENDO","2024-01-29 15:44:43","SISMO","#CC0000"
"-9.58","-78.69","ATENDIENDO","2024-01-29 20:01:26","SISMO","#CC0000"
"-11.86","-76.86","ATENDIENDO","2024-01-29 22:04:56","SISMO","#CC0000"
"-8.49","-74.71","ATENDIENDO","2024-01-30 17:43:17","SISMO","#CC0000"
"-3.05","-77.77","ATENDIENDO","2024-01-30 20:44:49","SISMO","#CC0000"
"-15.5","-71.64","ATENDIENDO","2024-01-31 01:11:38","SISMO","#CC0000"
"-11.37","-73.39","ATENDIENDO","2024-01-31 12:14:22","SISMO","#CC0000"
"-15.81","-71.85","ATENDIENDO","2024-01-31 19:06:00","SISMO","#CC0000"
"-4.97","-78.21","ATENDIENDO","2024-02-01 00:07:30","SISMO","#CC0000"
"-4.3","-80.54","ATENDIENDO","2024-02-01 05:57:01","SISMO","#CC0000"
"-18.3","-70.31","ATENDIENDO","2024-02-01 06:47:26","SISMO","#CC0000"
"-16.71","-71.24","ATENDIENDO","2024-02-01 13:59:38","SISMO","#CC0000"
"-18.44","-69.98","ATENDIENDO","2024-02-02 05:31:11","SISMO","#CC0000"
"-11.15","-74.56","ATENDIENDO","2024-02-02 13:24:57","SISMO","#CC0000"
"-11.21","-74.55","ATENDIENDO","2024-02-02 15:05:00","SISMO","#CC0000"
"-4.05","-80.59","ATENDIENDO","2024-02-02 20:46:51","SISMO","#CC0000"
"-4.2","-77.74","ATENDIENDO","2024-02-03 02:36:37","SISMO","#CC0000"
"-17.37","-72.64","ATENDIENDO","2024-02-03 08:17:52","SISMO","#CC0000"
"-8.11","-80.1","ATENDIENDO","2024-02-03 23:30:51","SISMO","#CC0000"
"-19.67","-70.07","ATENDIENDO","2024-02-04 04:02:42","SISMO","#CC0000"
"-10.94","-76.45","ATENDIENDO","2024-02-04 05:30:04","SISMO","#CC0000"
"-16.28","-72.59","ATENDIENDO","2024-02-04 16:29:51","SISMO","#CC0000"
"-17.38","-72.65","ATENDIENDO","2024-02-04 20:17:16","SISMO","#CC0000"
"-11.9","-77.37","ATENDIENDO","2024-02-05 09:01:06","SISMO","#CC0000"
"-10.44","-75.18","ATENDIENDO","2024-02-05 17:42:29","SISMO","#CC0000"
"-8.74","-74.35","ATENDIENDO","2024-02-05 19:09:43","SISMO","#CC0000"
"-13.93","-76.08","ATENDIENDO","2024-02-06 03:05:21","SISMO","#CC0000"
"-15.78","-71.74","ATENDIENDO","2024-02-06 04:18:59","SISMO","#CC0000"
"-12.61","-76.73","ATENDIENDO","2024-02-06 05:02:08","SISMO","#CC0000"
"-15.66","-74.56","ATENDIENDO","2024-02-06 11:05:16","SISMO","#CC0000"
"-7.78","-80.26","ATENDIENDO","2024-02-07 01:08:41","SISMO","#CC0000"
"-15.83","-71.75","ATENDIENDO","2024-02-07 01:31:59","SISMO","#CC0000"
"-15.82","-71.74","ATENDIENDO","2024-02-07 01:35:53","SISMO","#CC0000"
"-12.5","-76.77","ATENDIENDO","2024-02-07 08:06:25","SISMO","#CC0000"
"-15.84","-71.75","ATENDIENDO","2024-02-08 09:57:16","SISMO","#CC0000"
"-6.49","-75.16","ATENDIENDO","2024-02-09 18:21:09","SISMO","#CC0000"
"-16.12","-72.79","ATENDIENDO","2024-02-09 20:52:16","SISMO","#CC0000"
"-18","-73.25","ATENDIENDO","2024-02-09 22:17:02","SISMO","#CC0000"
"-14.16","-73.75","ATENDIENDO","2024-02-10 03:21:28","SISMO","#CC0000"
"-11.01","-78.28","ATENDIENDO","2024-02-10 05:36:11","SISMO","#CC0000"
"-12.97","-76.88","ATENDIENDO","2024-02-10 09:33:12","SISMO","#CC0000"
"-15.83","-75.42","ATENDIENDO","2024-02-11 06:53:05","SISMO","#CC0000"
"-9.73","-78.64","ATENDIENDO","2024-02-11 18:17:28","SISMO","#CC0000"
"-8.85","-75.97","ATENDIENDO","2024-02-11 18:38:07","SISMO","#CC0000"
"-8.36","-75.59","ATENDIENDO","2024-02-12 01:41:52","SISMO","#CC0000"
"-8.42","-75.59","ATENDIENDO","2024-02-12 01:44:40","SISMO","#CC0000"
"-8.53","-75.84","ATENDIENDO","2024-02-12 01:48:53","SISMO","#CC0000"
"-16.27","-72.07","ATENDIENDO","2024-02-12 22:25:00","SISMO","#CC0000"
"-15.75","-71.79","ATENDIENDO","2024-02-13 12:33:58","SISMO","#CC0000"
"-11.78","-77.46","ATENDIENDO","2024-02-13 20:29:13","SISMO","#CC0000"
"-3.63","-79.62","ATENDIENDO","2024-02-14 02:47:21","SISMO","#CC0000"
"-11.79","-77.83","ATENDIENDO","2024-02-14 18:30:35","SISMO","#CC0000"
"-11.56","-77.52","ATENDIENDO","2024-02-15 20:53:35","SISMO","#CC0000"
"-4.13","-77.16","ATENDIENDO","2024-02-16 01:53:15","SISMO","#CC0000"
"-19.47","-70.91","ATENDIENDO","2024-02-16 06:27:40","SISMO","#CC0000"
"-8.27","-74.25","ATENDIENDO","2024-02-16 06:54:10","SISMO","#CC0000"
"-16.81","-71.57","ATENDIENDO","2024-02-16 18:59:02","SISMO","#CC0000"
"-8.58","-75.74","ATENDIENDO","2024-02-16 20:26:25","SISMO","#CC0000"
"-4.84","-78.71","ATENDIENDO","2024-02-17 03:45:12","SISMO","#CC0000"
"-7.9","-74.67","ATENDIENDO","2024-02-17 06:29:23","SISMO","#CC0000"
"-14.9","-71.87","ATENDIENDO","2024-02-18 23:57:01","SISMO","#CC0000"
"-8.24","-77.87","ATENDIENDO","2024-02-19 00:10:15","SISMO","#CC0000"
"-6.44","-76.02","ATENDIENDO","2024-02-19 02:53:11","SISMO","#CC0000"
"-13.17","-75.23","ATENDIENDO","2024-02-19 06:23:20","SISMO","#CC0000"
"-6.43","-76.28","ATENDIENDO","2024-02-19 08:51:15","SISMO","#CC0000"
"-9.44","-79.14","ATENDIENDO","2024-02-19 16:23:17","SISMO","#CC0000"
"-14.93","-71.91","ATENDIENDO","2024-02-22 04:23:01","SISMO","#CC0000"
"-15.34","-71","ATENDIENDO","2024-02-22 06:22:59","SISMO","#CC0000"
"-11.43","-73.34","ATENDIENDO","2024-02-22 16:13:14","SISMO","#CC0000"
"-16.76","-71.19","ATENDIENDO","2024-02-22 22:46:10","SISMO","#CC0000"
"-3.69","-78.33","ATENDIENDO","2024-02-23 03:53:34","SISMO","#CC0000"
"-17.74","-69.78","ATENDIENDO","2024-02-23 09:39:00","SISMO","#CC0000"
"-8.38","-75.58","ATENDIENDO","2024-02-23 14:07:27","SISMO","#CC0000"
"-4.06","-79.92","ATENDIENDO","2024-02-23 21:09:22","SISMO","#CC0000"
"-10.85","-74.75","ATENDIENDO","2024-02-24 02:22:53","SISMO","#CC0000"
"-15.09","-73.51","ATENDIENDO","2024-02-24 12:21:43","SISMO","#CC0000"
"-10.5","-76.2","ATENDIENDO","2024-02-25 02:04:41","SISMO","#CC0000"
"-15.8","-71.78","ATENDIENDO","2024-02-26 01:40:27","SISMO","#CC0000"
"-13.15","-75.17","ATENDIENDO","2024-02-27 02:37:12","SISMO","#CC0000"
"-11.42","-73.32","ATENDIENDO","2024-02-28 08:34:12","SISMO","#CC0000"
"-11.21","-75.9","ATENDIENDO","2024-02-28 09:48:51","SISMO","#CC0000"
"-15.81","-71.77","ATENDIENDO","2024-02-29 01:05:53","SISMO","#CC0000"
"-15.64","-74.54","ATENDIENDO","2024-02-29 09:13:02","SISMO","#CC0000"
"-16.78","-71.33","ATENDIENDO","2024-02-29 11:48:42","SISMO","#CC0000"
"-10.19","-80.32","ATENDIENDO","2024-02-29 14:46:27","SISMO","#CC0000"
"-10.97","-75","ATENDIENDO","2024-02-29 19:54:39","SISMO","#CC0000"
"-14.23","-75.86","ATENDIENDO","2024-03-01 05:51:09","SISMO","#CC0000"
"-16.84","-71.14","ATENDIENDO","2024-03-01 07:12:26","SISMO","#CC0000"
"-10.02","-74.73","ATENDIENDO","2024-03-02 22:44:34","SISMO","#CC0000"
"-12.07","-76.83","ATENDIENDO","2024-03-04 14:59:27","SISMO","#CC0000"
"-19.26","-69.64","ATENDIENDO","2024-03-04 22:01:32","SISMO","#CC0000"
"-8.6","-74.82","ATENDIENDO","2024-03-05 09:09:17","SISMO","#CC0000"
"-12.32","-77.11","ATENDIENDO","2024-03-06 14:31:40","SISMO","#CC0000"
"-12.32","-77.11","ATENDIENDO","2024-03-06 14:31:40","SISMO","#CC0000"
"-12.71","-75.87","ATENDIENDO","2024-03-07 03:24:37","SISMO","#CC0000"
"-13.6","-76.29","ATENDIENDO","2024-03-07 16:31:59","SISMO","#CC0000"
"-14.47","-73.56","ATENDIENDO","2024-03-08 03:15:46","SISMO","#CC0000"
"-14.68","-73.52","ATENDIENDO","2024-03-08 06:54:54","SISMO","#CC0000"
"-16.75","-71.31","ATENDIENDO","2024-03-09 10:04:24","SISMO","#CC0000"
"-14.54","-72.28","ATENDIENDO","2024-03-09 10:04:47","SISMO","#CC0000"
"-17.6","-73.31","ATENDIENDO","2024-03-10 01:40:32","SISMO","#CC0000"
"-13.6","-76.15","ATENDIENDO","2024-03-11 06:29:15","SISMO","#CC0000"
"-16.35","-74.24","ATENDIENDO","2024-03-12 21:19:53","SISMO","#CC0000"
"-11.89","-74.55","ATENDIENDO","2024-03-12 22:04:50","SISMO","#CC0000"
"-12.14","-74.74","ATENDIENDO","2024-03-12 22:27:10","SISMO","#CC0000"
"-8.33","-80.21","ATENDIENDO","2024-03-12 23:23:32","SISMO","#CC0000"
"-15.14","-73.31","ATENDIENDO","2024-03-13 02:50:36","SISMO","#CC0000"
"-18.73","-69.66","ATENDIENDO","2024-03-13 09:30:05","SISMO","#CC0000"
"-15.75","-71.68","ATENDIENDO","2024-03-13 21:28:48","SISMO","#CC0000"
"-8.65","-74.5","ATENDIENDO","2024-03-15 11:21:51","SISMO","#CC0000"
"-5.55","-77.12","ATENDIENDO","2024-03-15 22:17:21","SISMO","#CC0000"
"-17.88","-70.47","ATENDIENDO","2024-03-16 05:12:26","SISMO","#CC0000"
"-15.66","-74.33","ATENDIENDO","2024-03-16 21:17:44","SISMO","#CC0000"
"-5.61","-80.9","ATENDIENDO","2024-03-17 00:45:18","SISMO","#CC0000"
"-5.43","-77.32","ATENDIENDO","2024-03-17 05:56:42","SISMO","#CC0000"
"-15.22","-71","ATENDIENDO","2024-03-17 07:35:40","SISMO","#CC0000"
"-16.23","-75.06","ATENDIENDO","2024-03-17 15:28:10","SISMO","#CC0000"
"-9.36","-79.19","ATENDIENDO","2024-03-17 18:41:00","SISMO","#CC0000"
"-10.72","-78.53","ATENDIENDO","2024-03-18 06:45:50","SISMO","#CC0000"
"-4.86","-76.09","ATENDIENDO","2024-03-18 23:40:55","SISMO","#CC0000"
"-14.02","-74.62","ATENDIENDO","2024-03-20 02:11:37","SISMO","#CC0000"
"-5.3","-81.9","ATENDIENDO","2024-03-20 08:12:29","SISMO","#CC0000"
"-15.01","-75.91","ATENDIENDO","2024-03-22 10:16:09","SISMO","#CC0000"
"-16.2","-70.55","ATENDIENDO","2024-03-22 13:04:04","SISMO","#CC0000"
"-15.62","-71.54","ATENDIENDO","2024-03-23 07:41:01","SISMO","#CC0000"
"-8.4","-75.02","ATENDIENDO","2024-03-23 13:35:27","SISMO","#CC0000"
"-12.56","-76.59","ATENDIENDO","2024-03-23 15:44:35","SISMO","#CC0000"
"-6","-79.42","ATENDIENDO","2024-03-23 22:35:12","SISMO","#CC0000"
"-12.74","-76.96","ATENDIENDO","2024-03-24 00:04:52","SISMO","#CC0000"
"-5.54","-79.77","ATENDIENDO","2024-03-24 05:46:47","SISMO","#CC0000"
"-4.26","-80.66","ATENDIENDO","2024-03-24 14:51:40","SISMO","#CC0000"
"-3.97","-79.94","ATENDIENDO","2024-03-25 15:40:01","SISMO","#CC0000"
"-5.74","-78.73","ATENDIENDO","2024-03-25 18:47:40","SISMO","#CC0000"
"-15.7","-71.88","ATENDIENDO","2024-03-26 03:13:16","SISMO","#CC0000"
"-15.59","-71.56","ATENDIENDO","2024-03-26 03:57:02","SISMO","#CC0000"
"-5.77","-78.69","ATENDIENDO","2024-03-26 04:07:02","SISMO","#CC0000"
"-5.73","-78.71","ATENDIENDO","2024-03-26 07:15:20","SISMO","#CC0000"
"-15.98","-74.01","ATENDIENDO","2024-03-26 07:16:11","SISMO","#CC0000"
"-16.83","-71.57","ATENDIENDO","2024-03-26 20:12:16","SISMO","#CC0000"
"-15.74","-72.05","ATENDIENDO","2024-03-27 03:12:55","SISMO","#CC0000"
"-7.22","-74.56","ATENDIENDO","2024-03-27 11:29:29","SISMO","#CC0000"
"-8.77","-72.84","ATENDIENDO","2024-03-27 14:16:14","SISMO","#CC0000"
"-8.77","-72.84","ATENDIENDO","2024-03-27 14:16:14","SISMO","#CC0000"
"-8.85","-74.82","ATENDIENDO","2024-03-27 20:16:15","SISMO","#CC0000"
"-7.79","-74.48","ATENDIENDO","2024-03-28 04:05:13","SISMO","#CC0000"
"-17.76","-69.39","ATENDIENDO","2024-03-28 06:37:16","SISMO","#CC0000"
"-8.89","-75.65","ATENDIENDO","2024-03-28 11:01:15","SISMO","#CC0000"
"-8.96","-75.63","ATENDIENDO","2024-03-28 12:49:02","SISMO","#CC0000"
"-8.54","-76.01","ATENDIENDO","2024-03-28 20:04:16","SISMO","#CC0000"
"-6.77","-79.91","ATENDIENDO","2024-03-28 20:32:19","SISMO","#CC0000"
"-18.24","-70.51","ATENDIENDO","2024-03-29 17:26:39","SISMO","#CC0000"
"-5.81","-78.55","ATENDIENDO","2024-03-29 22:25:20","SISMO","#CC0000"
"-5.75","-78.72","ATENDIENDO","2024-03-30 00:39:18","SISMO","#CC0000"
"-12.71","-76.87","ATENDIENDO","2024-03-30 07:18:30","SISMO","#CC0000"
"-3.67","-80.9","ATENDIENDO","2024-03-30 08:56:17","SISMO","#CC0000"
"-11.52","-77.81","ATENDIENDO","2024-03-30 11:29:19","SISMO","#CC0000"
"-10.44","-75.64","ATENDIENDO","2024-03-31 05:07:19","SISMO","#CC0000"
"-16.16","-74.41","ATENDIENDO","2024-04-01 07:42:33","SISMO","#CC0000"
"-10.5","-75.66","ATENDIENDO","2024-04-01 13:23:27","SISMO","#CC0000"
"-8.61","-76.19","ATENDIENDO","2024-04-01 20:00:20","SISMO","#CC0000"
"-15.65","-71.91","ATENDIENDO","2024-04-02 03:07:31","SISMO","#CC0000"
"-12.61","-76.81","ATENDIENDO","2024-04-02 08:38:22","SISMO","#CC0000"
"-15.64","-72.06","ATENDIENDO","2024-04-02 16:12:20","SISMO","#CC0000"
"-17.33","-71.77","ATENDIENDO","2024-04-02 19:36:53","SISMO","#CC0000"
"-10.46","-75.64","ATENDIENDO","2024-04-03 03:32:22","SISMO","#CC0000"
"-10.46","-75.64","ATENDIENDO","2024-04-03 03:32:22","SISMO","#CC0000"
"-9.01","-78.5","ATENDIENDO","2024-04-03 20:25:19","SISMO","#CC0000"
"-11.54","-77.58","ATENDIENDO","2024-04-04 23:11:28","SISMO","#CC0000"
"-7.57","-74.77","ATENDIENDO","2024-04-05 12:09:24","SISMO","#CC0000"
"-16.69","-69.44","ATENDIENDO","2024-04-05 20:07:16","SISMO","#CC0000"
"-10.82","-75.52","ATENDIENDO","2024-04-06 03:34:45","SISMO","#CC0000"
"-17.2","-70.14","ATENDIENDO","2024-04-06 09:12:31","SISMO","#CC0000"
"-11.82","-75.03","ATENDIENDO","2024-04-06 20:04:30","SISMO","#CC0000"
"-3.96","-81.24","ATENDIENDO","2024-04-09 03:07:01","SISMO","#CC0000"
"-17.69","-71.32","ATENDIENDO","2024-04-09 06:39:30","SISMO","#CC0000"
"-14.59","-72.04","ATENDIENDO","2024-04-09 16:39:41","SISMO","#CC0000"
"-15.68","-74.21","ATENDIENDO","2024-04-09 22:21:09","SISMO","#CC0000"
"-12.85","-76.75","ATENDIENDO","2024-04-10 05:16:27","SISMO","#CC0000"
"-17.44","-68.9","ATENDIENDO","2024-04-10 15:33:41","SISMO","#CC0000"
"-17.44","-68.9","ATENDIENDO","2024-04-10 15:33:41","SISMO","#CC0000"
"-17.44","-68.9","ATENDIENDO","2024-04-10 15:33:41","SISMO","#CC0000"
"-17.44","-68.9","ATENDIENDO","2024-04-10 15:33:41","SISMO","#CC0000"
"-16.58","-73.82","ATENDIENDO","2024-04-10 19:52:24","SISMO","#CC0000"
"-18.11","-71.66","ATENDIENDO","2024-04-10 22:42:18","SISMO","#CC0000"
"-8.31","-77.72","ATENDIENDO","2024-04-11 13:59:04","SISMO","#CC0000"
"-7.34","-74.92","ATENDIENDO","2024-04-12 00:27:20","SISMO","#CC0000"
"-7.98","-76.39","ATENDIENDO","2024-04-12 16:09:33","SISMO","#CC0000"
"-11.9","-76.58","ATENDIENDO","2024-04-13 09:25:50","SISMO","#CC0000"
"-18.4","-71.31","ATENDIENDO","2024-04-14 05:17:23","SISMO","#CC0000"
"-11.29","-76.68","ATENDIENDO","2024-04-14 07:01:49","SISMO","#CC0000"
"-12.24","-77.37","ATENDIENDO","2024-04-14 13:56:47","SISMO","#CC0000"
"-6.41","-80.27","ATENDIENDO","2024-04-14 14:05:53","SISMO","#CC0000"
"-6.11","-76.92","ATENDIENDO","2024-04-14 23:54:00","SISMO","#CC0000"
"-14.5","-76.17","ATENDIENDO","2024-04-15 04:13:13","SISMO","#CC0000"
"-5.56","-77.34","ATENDIENDO","2024-04-15 22:06:51","SISMO","#CC0000"
"-5.56","-77.34","ATENDIENDO","2024-04-15 22:06:51","SISMO","#CC0000"
"-18.57","-70.65","ATENDIENDO","2024-04-16 05:38:11","SISMO","#CC0000"
"-16.8","-71.53","ATENDIENDO","2024-04-16 12:24:04","SISMO","#CC0000"
"-8.73","-74.6","ATENDIENDO","2024-04-16 13:54:22","SISMO","#CC0000"
"-10.78","-74.65","ATENDIENDO","2024-04-16 22:41:42","SISMO","#CC0000"
"-13.6","-71.74","ATENDIENDO","2024-04-17 01:56:55","SISMO","#CC0000"
"-9.46","-75.81","ATENDIENDO","2024-04-19 03:33:21","SISMO","#CC0000"
"-12.14","-74.77","ATENDIENDO","2024-04-20 01:03:04","SISMO","#CC0000"
"-8.96","-75.97","ATENDIENDO","2024-04-20 14:47:36","SISMO","#CC0000"
"-5.18","-81","ATENDIENDO","2024-04-21 14:18:10","SISMO","#CC0000"
"-8.68","-75.67","ATENDIENDO","2024-04-21 18:58:36","SISMO","#CC0000"
"-14.95","-72.89","ATENDIENDO","2024-04-21 22:15:58","SISMO","#CC0000"
"-3.77","-81.68","ATENDIENDO","2024-04-21 23:22:34","SISMO","#CC0000"
"-12.4","-75.31","ATENDIENDO","2024-04-22 11:54:13","SISMO","#CC0000"
"-15.63","-71.84","ATENDIENDO","2024-04-22 17:26:57","SISMO","#CC0000"
"-18.03","-71.49","ATENDIENDO","2024-04-22 19:38:04","SISMO","#CC0000"
"-15.91","-74.16","ATENDIENDO","2024-04-22 22:47:02","SISMO","#CC0000"
"-16.1","-74.05","ATENDIENDO","2024-04-23 12:25:46","SISMO","#CC0000"
"-4.59","-81.94","ATENDIENDO","2024-04-23 17:13:47","SISMO","#CC0000"
"-5.81","-76.86","ATENDIENDO","2024-04-24 15:13:11","SISMO","#CC0000"
"-13.58","-71.74","ATENDIENDO","2024-04-24 22:58:52","SISMO","#CC0000"
"-7.67","-74.63","ATENDIENDO","2024-04-25 03:33:54","SISMO","#CC0000"
"-13.58","-71.74","ATENDIENDO","2024-04-25 07:43:09","SISMO","#CC0000"
"-4.04","-80.07","ATENDIENDO","2024-04-25 22:27:38","SISMO","#CC0000"
"-18.53","-71.2","ATENDIENDO","2024-04-25 23:03:14","SISMO","#CC0000"
"-14.91","-71.76","ATENDIENDO","2024-04-26 05:07:35","SISMO","#CC0000"
"-13.44","-71.94","ATENDIENDO","2024-04-28 01:58:16","SISMO","#CC0000"
"-9.33","-79.25","ATENDIENDO","2024-04-28 19:55:42","SISMO","#CC0000"
"-16.17","-73.85","ATENDIENDO","2024-04-29 06:48:03","SISMO","#CC0000"
"-19.27","-69.54","ATENDIENDO","2024-04-29 14:49:38","SISMO","#CC0000"
"-13.07","-77.38","ATENDIENDO","2024-04-30 04:59:45","SISMO","#CC0000"
"-13.55","-71.66","ATENDIENDO","2024-04-30 10:09:10","SISMO","#CC0000"
"-13.55","-71.66","ATENDIENDO","2024-04-30 10:09:10","SISMO","#CC0000"
"-13.7","-71.69","ATENDIENDO","2024-04-30 11:59:46","SISMO","#CC0000"
"-13.69","-71.71","ATENDIENDO","2024-04-30 12:06:54","SISMO","#CC0000"
"-13.64","-71.69","ATENDIENDO","2024-04-30 21:30:51","SISMO","#CC0000"
"-10.34","-75.44","ATENDIENDO","2024-05-01 10:58:30","SISMO","#CC0000"
"-12.51","-76.76","ATENDIENDO","2024-05-01 17:00:26","SISMO","#CC0000"
"-13.64","-72.65","ATENDIENDO","2024-05-02 02:16:09","SISMO","#CC0000"
"-13.59","-72.63","ATENDIENDO","2024-05-02 03:06:51","SISMO","#CC0000"
"-13.59","-72.63","ATENDIENDO","2024-05-02 03:06:51","SISMO","#CC0000"
"-12.5","-76.81","ATENDIENDO","2024-05-02 03:34:23","SISMO","#CC0000"
"-14.91","-75.32","ATENDIENDO","2024-05-02 05:11:21","SISMO","#CC0000"
"-12.58","-76.92","ATENDIENDO","2024-05-02 23:09:51","SISMO","#CC0000"
"-9.27","-75.66","ATENDIENDO","2024-05-03 06:02:46","SISMO","#CC0000"
"-12.51","-76.75","ATENDIENDO","2024-05-03 11:43:48","SISMO","#CC0000"
"-3.76","-80.32","ATENDIENDO","2024-05-03 14:19:27","SISMO","#CC0000"
"-9.16","-75.65","ATENDIENDO","2024-05-03 14:35:03","SISMO","#CC0000"
"-9.17","-75.64","ATENDIENDO","2024-05-03 19:34:03","SISMO","#CC0000"
"-4.54","-76.63","ATENDIENDO","2024-05-04 04:00:31","SISMO","#CC0000"
"-15.68","-70.32","ATENDIENDO","2024-05-04 08:29:03","SISMO","#CC0000"
"-12.56","-76.84","ATENDIENDO","2024-05-05 01:29:16","SISMO","#CC0000"
"-12.6","-76.91","ATENDIENDO","2024-05-05 03:01:40","SISMO","#CC0000"
"-11.99","-77.56","ATENDIENDO","2024-05-05 03:17:27","SISMO","#CC0000"
"-8.77","-76.28","ATENDIENDO","2024-05-05 04:16:37","SISMO","#CC0000"
"-13.63","-71.67","ATENDIENDO","2024-05-05 04:38:15","SISMO","#CC0000"
"-13.63","-71.67","ATENDIENDO","2024-05-05 04:38:15","SISMO","#CC0000"
"-10.34","-75.46","ATENDIENDO","2024-05-05 06:04:22","SISMO","#CC0000"
"-13.69","-71.69","ATENDIENDO","2024-05-05 07:17:39","SISMO","#CC0000"
"-13.64","-76.66","ATENDIENDO","2024-05-05 08:18:19","SISMO","#CC0000"
"-5.82","-75.2","ATENDIENDO","2024-05-05 09:27:09","SISMO","#CC0000"
"-12.2","-77.87","ATENDIENDO","2024-05-05 09:32:39","SISMO","#CC0000"
"-12.58","-76.93","ATENDIENDO","2024-05-05 11:01:44","SISMO","#CC0000"
"-12.44","-76.58","ATENDIENDO","2024-05-05 20:43:11","SISMO","#CC0000"
"-15.62","-71.54","ATENDIENDO","2024-05-06 01:36:36","SISMO","#CC0000"
"-3.51","-77.54","ATENDIENDO","2024-05-06 10:11:39","SISMO","#CC0000"
"-10.74","-74.92","ATENDIENDO","2024-05-07 08:19:27","SISMO","#CC0000"
"-10.84","-73.7","ATENDIENDO","2024-05-07 21:44:27","SISMO","#CC0000"
"-4.4","-81.79","ATENDIENDO","2024-05-07 22:22:47","SISMO","#CC0000"
"-11.14","-78.05","ATENDIENDO","2024-05-07 22:36:35","SISMO","#CC0000"
"-15.35","-75.37","ATENDIENDO","2024-05-08 06:17:00","SISMO","#CC0000"
"-9.81","-80.02","ATENDIENDO","2024-05-08 06:41:26","SISMO","#CC0000"
"-17.85","-69.83","ATENDIENDO","2024-05-09 13:40:44","SISMO","#CC0000"
"-15.7","-73.93","ATENDIENDO","2024-05-10 01:33:40","SISMO","#CC0000"
"-8.18","-75.21","ATENDIENDO","2024-05-10 01:39:52","SISMO","#CC0000"
"-8.81","-75.66","ATENDIENDO","2024-05-10 12:34:48","SISMO","#CC0000"
"-17.29","-71.88","ATENDIENDO","2024-05-13 22:09:21","SISMO","#CC0000"
"-4.51","-77.68","ATENDIENDO","2024-05-14 03:00:33","SISMO","#CC0000"
"-2.63","-77.87","ATENDIENDO","2024-05-14 16:39:55","SISMO","#CC0000"
"-14.5","-76.32","ATENDIENDO","2024-05-16 02:39:09","SISMO","#CC0000"
"-11.39","-76.34","ATENDIENDO","2024-05-16 03:12:11","SISMO","#CC0000"
"-15.23","-76.7","ATENDIENDO","2024-05-16 03:30:22","SISMO","#CC0000"
"-14.27","-76.18","ATENDIENDO","2024-05-16 04:59:37","SISMO","#CC0000"
"-14.54","-76.33","ATENDIENDO","2024-05-16 05:02:47","SISMO","#CC0000"
"-14.51","-76.28","ATENDIENDO","2024-05-16 05:13:50","SISMO","#CC0000"
